altura,6tado,idade,peso,sexo,renda,tempo_carteira_assinada,estado_civil,score
1.99,15,65,74,1,1639,58,1,577
1.89,20,79,96,1,5626,21,0,373
1.9,9,35,75,1,3269,59,0,382
1.62,17,42,88,0,1126,21,1,527
1.74,5,64,56,0,1736,22,0,72
1.68,6,56,77,0,2137,40,2,303
1.79,10,64,89,0,2059,22,2,317
1.67,18,65,49,0,3149,48,2,333
1.82,0,20,67,1,5286,25,2,432
1.8,25,61,86,1,1084,41,2,95
1.58,20,47,72,0,1044,39,2,310
1.66,7,70,109,1,1634,13,3,222
1.62,21,35,47,0,1340,52,2,534
1.56,0,76,58,0,2002,4,3,637
1.7,14,51,108,1,1299,50,1,661
1.62,23,57,59,1,5961,17,1,218
1.82,1,31,109,1,1433,28,0,402
1.67,17,19,69,1,1206,46,0,427
1.6,12,80,98,1,1280,9,1,544
1.65,2,69,69,0,1480,26,3,781
1.84,17,18,66,1,1442,21,2,382
1.98,11,42,91,1,1443,33,2,249
1.71,9,23,78,1,1146,18,2,710
1.92,7,58,104,1,2399,14,1,288
1.81,19,66,64,0,1848,57,1,336
1.61,18,42,101,1,1421,4,1,550
1.67,0,72,76,0,6064,14,0,638
1.68,20,18,88,0,1710,21,2,658
1.53,2,36,67,0,5049,18,0,317
1.93,14,42,83,1,1183,1,1,521
1.65,3,37,71,0,1802,26,0,675
1.71,16,43,98,1,1494,40,0,72
1.79,26,41,106,1,4356,19,0,759
1.73,15,28,60,1,1435,57,0,665
1.57,4,49,58,0,1732,31,0,615
1.98,22,62,75,1,1427,24,2,261
1.8,5,40,76,1,1323,51,2,698
1.89,19,53,110,1,1485,42,2,514
1.91,9,63,102,1,1745,47,1,578
1.73,23,23,99,1,1146,59,0,42
1.75,19,62,64,1,2272,12,1,288
1.78,7,61,70,1,1363,34,2,363
1.5,13,32,69,0,3288,58,3,794
1.56,8,22,83,0,1528,37,3,731
1.59,23,57,84,0,1126,53,0,630
1.97,0,39,90,1,1013,35,0,378
1.51,23,27,56,0,2200,21,3,101
1.61,23,59,61,0,1399,57,2,361
1.77,3,34,50,0,1321,49,3,312
1.96,12,53,100,1,1117,2,2,382
1.68,21,56,68,0,4857,57,1,530
1.96,1,79,83,1,1870,25,3,442
1.66,11,29,88,1,882,33,2,165
1.71,13,48,57,0,1186,8,1,685
1.99,3,66,101,1,3428,45,2,523
1.83,15,55,66,1,1771,33,2,778
1.96,24,75,86,1,3012,31,0,63
1.58,2,61,55,0,1262,56,1,361
1.81,21,74,51,0,1322,9,3,647
1.54,7,39,51,0,2378,25,3,268
1.74,21,28,90,1,1478,22,2,288
1.65,10,40,81,0,2136,13,0,519
1.89,13,42,60,1,3597,57,3,521
1.83,7,31,49,0,1470,6,1,742
1.5,20,47,47,0,1430,33,1,636
1.73,8,76,108,1,4077,5,3,975
1.86,7,40,84,1,1213,52,1,346
1.62,25,38,46,0,1129,14,1,722
1.93,17,65,68,1,1725,53,1,504
1.74,16,39,83,1,1086,25,2,618
1.82,3,59,96,1,1335,52,1,304
1.69,8,57,83,1,2033,28,0,289
1.74,5,41,69,0,1908,52,2,723
1.81,23,50,71,0,1042,18,2,690
1.68,5,36,64,0,1451,10,3,777
1.64,13,56,76,1,1303,44,0,711
1.66,17,18,79,1,2280,16,1,661
1.74,14,34,87,0,1216,4,0,686
1.68,1,38,87,1,1449,31,0,198
1.84,4,22,61,0,1886,50,3,373
1.66,18,41,59,0,1282,16,1,453
1.52,22,72,90,0,1278,33,1,793
1.99,13,61,77,1,1080,44,3,742
1.58,18,20,84,0,2217,26,0,127
1.78,6,29,89,0,1668,32,0,487
1.67,3,34,68,0,1496,10,1,585
1.64,11,26,78,0,1299,4,0,564
1.77,14,67,76,0,1163,7,1,612
1.84,21,49,70,0,1514,58,1,744
1.77,18,66,78,0,1374,38,0,586
1.5,9,27,84,0,1822,30,0,322
1.93,13,60,59,1,1516,25,0,475
1.72,5,38,66,0,5614,51,1,872
1.7,18,28,70,0,1000,36,1,429
1.65,10,78,61,0,1610,17,0,437
1.64,10,42,56,1,1098,7,0,421
1.58,9,66,78,0,2332,35,0,36
1.62,23,36,62,1,1630,30,2,475
1.85,23,71,81,0,1608,4,1,566
1.87,25,32,64,1,1267,7,0,580
1.71,16,29,50,1,1922,42,2,393
1.72,6,59,89,0,1330,20,2,936
1.68,11,77,81,0,1533,20,2,671
1.71,17,35,49,0,2470,4,2,63
1.59,21,47,50,0,1567,25,1,552
1.69,25,61,98,1,2120,14,2,719
1.75,11,70,105,1,1861,52,1,465
1.87,19,75,74,1,1462,51,1,635
1.65,4,80,53,1,2466,26,0,232
1.97,7,22,99,1,1399,37,0,362
1.58,19,61,51,0,1474,42,1,545
1.55,19,53,49,0,985,23,1,644
1.97,18,33,98,1,1160,8,0,382
1.6,15,44,95,1,2148,3,1,468
1.95,13,28,106,1,1072,58,1,649
1.52,11,27,69,0,1473,13,2,644
1.54,9,47,74,0,1348,57,2,846
1.99,22,34,81,1,1490,26,1,759
1.98,15,28,67,1,1496,28,0,553
1.96,24,79,93,1,1138,28,0,445
1.57,24,42,45,0,998,42,0,722
1.96,23,62,102,1,1984,50,1,433
1.56,4,32,54,0,1146,42,0,812
1.5,13,27,68,0,2093,32,2,467
1.74,21,70,54,0,2969,17,0,125
1.67,7,58,51,1,1821,32,0,154
1.8,16,66,48,0,1143,45,2,511
1.55,7,49,69,0,1321,17,0,522
1.63,23,51,48,0,2613,37,3,653
1.94,23,27,52,1,1353,51,2,445
1.65,0,50,50,0,1308,9,1,576
1.67,10,53,77,0,1170,48,2,623
1.96,18,38,104,1,3819,19,1,286
1.73,4,45,68,0,1606,28,1,199
1.77,20,32,52,1,3284,35,1,624
1.8,20,52,106,1,1714,48,3,112
1.6,15,73,81,1,3120,41,2,368
1.6,5,40,47,0,1554,38,3,988
1.74,7,45,66,1,4362,10,1,628
1.85,19,24,46,0,1465,17,3,595
1.87,0,33,55,1,1547,29,1,818
1.84,21,75,68,0,1557,35,3,723
1.56,18,63,81,0,1508,4,1,706
1.75,24,46,87,0,1686,6,0,411
1.97,21,53,60,1,1419,9,2,621
1.61,7,31,66,1,3328,8,3,732
1.78,3,71,77,0,1865,34,1,692
1.68,10,53,98,1,1027,55,2,735
1.81,9,37,62,1,1914,26,1,263
1.62,18,34,87,0,1638,7,2,620
1.91,16,78,80,1,3490,40,2,906
1.75,26,76,61,1,2471,5,0,645
1.67,18,35,81,0,1159,18,1,794
1.63,24,33,76,0,1831,56,3,418
1.73,3,80,85,0,1855,34,2,275
1.68,1,68,76,0,1702,11,2,754
1.6,2,55,58,1,1912,11,0,227
1.8,4,29,75,1,1005,4,2,516
1.6,0,22,51,1,2419,50,0,535
1.6,4,18,81,0,1417,46,2,957
2,8,74,101,1,1317,25,2,295
1.76,23,63,59,1,3597,14,1,193
1.5,25,45,47,0,2419,59,1,256
1.68,10,31,78,0,8495,37,3,565
1.84,0,28,66,1,1606,51,3,119
1.9,11,49,108,1,1321,33,3,431
1.69,19,62,103,1,1067,44,3,468
1.79,22,38,59,0,1606,12,1,883
1.73,4,24,67,0,1410,19,0,721
1.73,7,76,80,1,1616,9,0,585
1.84,18,56,71,1,2303,59,0,890
1.59,21,72,58,0,1081,44,0,585
1.84,8,48,85,0,2796,21,3,953
1.76,7,24,50,0,1237,15,2,722
1.74,12,60,101,1,1714,5,2,613
1.59,14,57,88,0,1660,38,2,961
1.96,13,19,73,1,1515,15,3,380
1.64,14,61,74,0,1773,40,1,462
1.79,15,34,94,1,1591,37,0,307
1.75,26,34,63,1,3989,58,3,137
1.77,11,65,96,1,1606,37,0,612
1.99,17,79,61,1,1816,51,3,565
1.64,9,69,56,0,1369,41,2,36
1.73,5,38,70,0,2650,6,0,411
1.55,11,71,73,0,1751,33,0,273
1.72,22,67,98,1,4573,54,0,51
1.56,3,22,72,0,2185,2,1,189
1.53,1,62,46,0,1248,31,0,309
1.77,22,30,79,0,1364,8,0,529
1.6,18,57,51,0,2657,41,2,121
1.7,16,26,105,1,2099,38,2,534
1.95,4,65,83,1,1022,16,1,122
1.74,18,47,50,1,1459,30,1,623
1.61,22,71,75,0,1229,8,0,531
1.81,21,27,68,0,1465,17,1,812
1.73,21,21,73,0,2159,7,2,633
1.96,3,37,85,1,1709,16,0,677
1.88,22,63,81,1,1049,5,1,257
1.81,26,49,82,0,1651,30,3,442
1.82,23,77,88,0,1745,2,1,130
1.72,13,18,56,0,1088,29,1,201
1.65,11,49,48,0,1198,38,2,249
1.66,9,45,96,1,1148,9,0,590
1.56,19,71,65,0,2350,9,0,774
1.57,6,77,71,0,1450,48,2,298
1.74,17,44,103,1,1147,53,1,649
1.8,2,61,86,1,2695,54,0,422
1.99,25,43,53,1,1741,12,1,885
1.85,25,63,69,1,2171,44,0,728
1.87,16,76,83,1,3526,45,1,563
1.93,22,54,90,1,1489,11,0,90
1.98,15,47,99,1,2701,9,1,271
1.67,6,44,94,1,2531,43,1,235
1.61,14,32,56,0,1881,52,0,412
1.6,24,79,68,1,1726,3,2,246
1.83,3,39,58,1,4102,10,2,540
1.54,18,32,51,0,2059,12,1,543
1.92,5,52,109,1,1028,20,2,300
1.69,18,19,76,0,2343,29,2,438
1.57,12,61,57,0,1119,9,1,678
1.59,23,65,50,0,1313,15,1,716
1.78,4,36,77,1,1635,4,2,516
1.68,6,59,101,1,1139,54,0,258
1.72,17,51,65,1,1253,54,3,345
1.56,7,18,74,0,1726,29,2,691
1.83,0,35,68,0,1400,4,2,688
1.85,18,31,60,1,1322,30,3,754
1.7,2,66,78,1,1387,41,2,339
1.84,10,62,58,0,1585,4,3,419
1.57,11,72,53,0,1306,36,0,348
1.52,24,72,69,0,1192,34,0,498
1.79,5,25,85,0,2393,21,3,256
1.69,14,56,75,1,1341,40,0,367
1.85,16,21,58,0,1785,48,1,277
1.93,8,48,95,1,1555,33,1,713
1.75,17,27,51,0,2061,53,1,676
1.63,23,30,45,0,1515,33,1,540
1.82,25,75,89,0,4616,16,2,629
1.54,3,26,85,0,1618,48,2,144
1.82,12,40,84,1,1401,18,0,289
1.53,25,52,50,0,1381,45,1,690
1.94,10,80,96,1,1554,30,1,218
1.73,16,27,45,0,1282,2,1,630
1.66,10,80,53,1,1743,34,1,403
1.94,6,30,70,1,2886,5,3,933
1.89,19,30,96,1,1179,34,2,800
1.71,26,35,93,1,1056,13,1,185
1.85,19,44,87,0,4104,34,2,435
1.63,5,45,92,1,2814,42,1,842
1.69,2,29,55,0,1517,18,0,748
1.61,26,30,72,1,1914,20,3,545
1.76,0,53,60,0,1419,13,3,372
1.69,20,77,55,0,1335,8,0,511
1.89,15,64,108,1,1745,22,2,554
1.61,8,74,69,0,2313,17,0,389
1.77,6,72,69,0,1090,10,2,485
1.81,11,80,74,0,1432,29,3,278
1.51,13,31,56,0,1876,10,2,158
1.82,3,57,63,0,1005,27,1,411
1.62,17,64,72,0,1495,11,0,217
1.61,16,24,67,0,955,2,1,636
1.77,6,52,93,1,1965,57,0,318
1.79,26,23,69,0,1905,21,1,631
1.82,1,50,82,1,1864,38,1,787
1.65,24,66,104,1,3393,53,3,51
1.56,6,74,78,0,2114,39,1,708
1.68,9,26,57,0,2132,36,0,266
1.65,11,75,46,0,1195,55,2,818
1.72,22,72,87,0,2086,23,1,617
1.71,1,78,77,0,1887,52,1,339
1.82,3,37,108,1,1961,49,2,629
1.89,7,35,103,1,1544,58,0,649
1.77,1,74,80,1,2282,15,3,371
1.82,17,30,68,0,1393,32,1,849
1.56,25,56,89,0,1177,7,2,132
1.79,10,36,70,0,1582,5,2,621
1.75,22,76,47,0,1112,45,1,785
1.69,1,77,80,0,3178,4,0,714
1.64,15,77,61,1,2032,18,0,557
1.72,11,31,56,0,1348,27,0,649
1.81,4,35,68,0,2881,13,0,446
1.98,16,29,54,1,1727,6,3,603
1.68,0,20,98,1,1335,43,1,394
1.73,13,76,61,0,1527,34,2,319
1.65,4,74,82,0,2065,19,1,488
1.67,1,26,87,1,1572,29,0,386
1.69,19,77,74,1,1335,22,0,7
1.65,22,67,74,1,1165,41,1,804
1.85,11,55,84,0,4892,40,2,319
1.76,11,38,58,0,1504,21,0,791
1.6,19,39,83,0,1534,12,1,643
1.99,1,54,78,1,1462,12,1,511
1.72,19,39,84,0,1028,29,0,396
1.83,25,27,70,0,4677,50,2,832
1.99,11,60,61,1,1728,38,1,512
1.74,19,28,55,0,1395,23,3,943
1.61,12,23,99,1,1087,6,3,843
1.95,26,37,51,1,1050,23,3,148
1.7,7,38,88,0,3834,2,0,468
1.93,21,77,92,1,3357,10,1,583
1.63,12,39,67,0,1248,57,0,878
1.6,5,45,102,1,1347,21,2,277
1.5,0,70,69,0,1022,37,2,74
1.6,12,66,84,0,1171,7,0,443
1.77,22,30,76,0,1533,15,1,660
1.82,1,55,60,1,1593,36,0,483
1.5,1,30,78,0,1655,29,1,252
1.76,11,44,73,0,1517,15,0,120
1.77,8,28,81,1,1278,1,0,579
1.99,5,37,68,1,3876,49,1,166
1.98,2,71,54,1,1340,16,0,486
1.68,3,21,52,0,1005,2,0,680
1.82,6,44,51,0,1429,59,1,120
1.69,6,19,67,0,1537,6,0,327
1.77,26,19,79,0,963,41,1,643
1.94,24,73,107,1,2553,18,0,644
1.86,1,32,107,1,1564,57,0,53
1.85,14,30,89,1,1660,9,1,447
1.88,13,78,103,1,1197,21,3,651
1.71,25,59,79,1,1916,25,0,154
1.8,20,23,90,1,1641,13,0,219
1.94,24,71,67,1,1453,45,1,510
1.58,23,74,64,0,2022,35,1,512
1.97,3,61,92,1,1811,36,3,966
1.84,12,71,79,0,1241,41,3,16
1.52,5,78,77,0,4836,52,0,695
1.57,4,36,62,0,983,19,2,567
1.62,0,80,69,1,1420,11,1,748
1.75,20,27,75,0,1806,44,3,678
1.73,12,44,96,1,1037,17,0,449
1.62,2,44,84,1,1642,31,1,703
1.6,2,73,74,1,2250,41,0,302
1.63,20,55,70,0,1345,31,1,415
1.76,7,44,65,0,1697,1,0,271
1.51,23,27,81,0,2695,21,0,688
1.61,7,25,110,1,1451,10,1,301
1.79,21,45,89,0,5472,55,2,383
1.7,24,58,83,1,1117,16,2,361
1.56,23,50,64,0,1822,17,0,346
1.98,22,35,70,1,1412,5,0,508
1.66,14,77,78,0,1774,51,2,660
1.69,12,74,77,1,1271,56,0,197
1.91,3,62,57,1,1323,38,2,60
1.59,20,43,55,0,2539,46,0,700
1.84,16,25,107,1,1697,38,3,96
1.87,5,62,75,1,2062,56,0,701
1.62,23,37,81,1,1514,13,1,261
1.74,8,54,80,0,1215,8,1,304
1.75,9,71,84,0,1463,6,0,481
1.7,6,21,100,1,4118,39,1,364
1.73,5,35,74,0,3945,23,2,455
1.53,15,48,67,0,1196,30,2,406
1.73,26,27,68,1,1424,58,2,148
1.84,21,42,72,0,1731,47,3,883
1.69,5,61,50,0,2652,48,3,556
1.91,6,38,63,1,4472,8,0,635
1.55,21,51,78,0,1303,18,1,972
1.96,19,56,62,1,1356,10,3,453
1.81,0,77,102,1,1137,39,1,576
1.98,6,21,59,1,1163,33,0,753
1.89,22,25,86,1,1916,58,1,112
1.59,4,46,58,0,1410,55,2,178
1.58,23,79,83,0,1213,21,1,644
1.67,11,62,51,1,1726,42,2,837
1.6,11,64,107,1,3149,12,0,726
1.99,12,43,106,1,1269,49,2,389
1.59,4,76,57,0,1034,23,0,160
1.72,10,19,68,0,1402,15,0,595
1.81,11,58,99,1,1116,15,0,289
1.75,18,66,79,1,1514,32,1,660
1.76,23,27,98,1,1150,58,0,607
1.75,14,50,77,0,1553,39,0,615
1.95,24,61,88,1,1526,54,1,476
1.62,23,27,67,1,1066,40,1,220
1.82,8,46,69,1,1419,1,1,835
1.53,19,47,62,0,3428,14,1,812
1.8,10,49,68,0,3016,48,1,530
1.65,2,52,77,0,1293,52,0,788
1.54,5,30,46,0,1818,18,0,722
1.89,4,55,71,1,2553,55,1,537
1.78,5,43,67,0,1421,29,2,476
1.62,25,35,82,1,1651,10,0,288
1.84,23,69,70,0,1462,43,1,522
1.81,8,38,51,0,1186,6,0,423
1.66,4,41,67,0,1116,48,2,571
1.9,25,67,100,1,1196,27,1,708
1.84,1,48,77,0,1446,12,2,171
1.66,4,46,74,1,1055,21,3,860
1.73,15,62,72,1,1821,2,2,277
1.81,14,37,75,1,3627,16,2,570
1.53,26,66,46,0,1513,23,0,396
1.78,12,70,56,0,2038,35,3,445
1.69,4,21,51,1,1211,25,2,295
1.51,22,71,55,0,1039,11,0,113
1.66,12,67,59,0,4712,29,1,530
1.77,26,60,54,1,1651,7,0,524
1.82,11,58,108,1,1527,8,1,507
1.83,23,19,53,0,1170,16,3,209
1.81,20,45,55,1,1536,9,0,818
1.82,0,27,56,0,1435,23,3,272
1.82,11,21,62,0,1258,9,3,412
1.74,8,79,46,0,2810,25,2,484
1.64,13,45,63,0,1284,58,0,254
1.83,3,50,87,1,1898,15,0,271
1.73,11,72,93,1,1081,33,2,847
1.87,6,53,66,1,2661,37,1,468
1.76,20,70,58,0,2410,45,2,502
1.73,15,63,65,0,1317,3,2,306
1.67,19,67,79,1,1005,45,0,598
1.84,21,28,96,1,1887,52,3,327
1.83,14,61,54,0,2295,58,1,440
1.75,5,62,57,0,1061,44,1,492
1.76,23,80,57,1,2297,56,2,439
1.91,15,76,87,1,2146,4,0,779
1.61,26,23,53,0,1666,26,3,603
1.55,0,57,64,0,2225,35,0,576
1.91,3,35,95,1,2543,10,1,751
1.7,23,23,110,1,2948,12,0,733
1.57,3,62,57,0,1980,24,1,524
1.92,18,56,82,1,1513,55,3,627
1.94,18,72,95,1,2112,28,0,551
1.94,18,43,51,1,2907,55,3,650
1.91,6,37,61,1,1855,13,1,731
1.64,21,58,92,1,2020,25,3,536
1.71,3,60,59,0,1957,24,2,462
1.52,17,73,79,0,1432,20,0,675
1.62,11,52,90,1,1143,39,0,105
1.52,26,39,56,0,1325,49,2,697
1.7,7,71,54,0,1954,59,2,968
1.62,3,27,69,0,1422,30,1,680
1.61,5,66,56,1,2663,33,0,348
1.74,18,26,78,0,1298,8,2,470
1.77,0,23,73,1,1611,54,1,298
1.8,9,29,49,0,1233,12,1,302
1.78,2,80,51,1,1170,39,0,235
1.51,10,72,78,0,2222,28,0,693
1.71,3,23,51,1,1047,8,2,813
1.97,12,80,95,1,1407,42,1,496
1.68,19,66,72,1,894,42,2,387
1.73,9,38,48,0,1738,45,0,181
1.67,6,40,86,0,1084,36,0,695
2,10,71,55,1,1102,3,0,470
1.67,0,24,77,1,1099,40,2,726
1.82,13,36,76,0,3257,34,2,544
1.81,3,24,107,1,5775,26,0,401
1.83,23,77,64,0,1393,59,0,333
1.99,11,37,59,1,2796,36,3,516
1.83,15,39,79,1,1922,32,1,252
1.98,8,48,51,1,1093,33,2,627
1.78,22,43,78,0,2943,34,2,650
1.62,4,71,53,0,951,15,1,734
1.86,19,65,93,1,1898,16,0,336
1.62,7,45,87,1,1637,30,2,8
1.61,22,31,97,1,1249,59,0,296
1.63,13,32,64,0,1075,28,0,752
2,18,76,52,1,1458,25,2,481
1.84,15,66,73,1,3819,31,0,179
1.63,14,21,76,1,896,19,2,198
1.98,3,32,51,1,1929,26,1,459
1.62,10,29,86,0,999,37,1,291
1.92,7,51,55,1,1617,29,1,231
1.63,5,63,89,0,1052,11,0,347
1.68,19,42,74,1,1711,41,1,965
1.88,11,39,64,1,1855,28,0,637
1.85,21,50,77,0,1712,18,2,616
1.72,19,37,94,1,3357,3,0,34
1.73,0,60,79,0,1331,3,0,646
1.61,18,42,51,0,1750,47,1,701
1.96,0,50,95,1,2039,57,0,730
1.76,22,62,54,1,3818,15,2,43
1.73,6,32,77,1,5147,21,2,606
1.68,22,29,63,1,1310,35,0,420
1.63,16,51,64,1,3489,56,1,105
1.78,8,56,65,1,1584,48,3,54
1.98,21,64,105,1,1459,32,1,925
1.73,20,80,72,1,1479,15,0,429
1.71,14,42,70,0,1125,35,2,749
1.69,14,70,67,0,4005,54,0,220
1.77,13,73,51,1,1059,22,1,353
1.67,24,22,88,0,5635,50,2,897
1.66,14,36,83,1,1172,23,1,518
1.5,10,76,69,0,1511,37,2,656
1.51,25,63,45,0,1593,17,1,407
2,21,29,100,1,1692,56,2,564
1.6,15,24,79,0,989,53,1,692
1.78,1,36,78,1,1405,22,0,875
1.58,25,25,76,0,1516,39,3,669
1.61,4,35,77,0,1410,24,1,292
1.91,4,75,50,1,1655,16,0,286
1.67,3,49,81,0,2458,57,0,557
1.59,12,39,52,0,1172,34,2,850
1.87,8,27,101,1,1184,29,1,872
1.63,22,80,67,1,1198,18,0,352
1.68,9,55,81,0,1014,58,0,280
1.61,4,46,78,0,1245,34,2,660
1.82,12,72,104,1,1784,31,0,326
1.69,22,27,85,1,1191,46,0,651
1.85,24,21,59,0,1008,29,1,489
1.84,4,36,81,1,3130,33,1,725
1.74,16,74,72,0,1209,51,1,125
1.56,26,53,75,0,1097,42,3,424
1.63,18,79,76,0,1440,58,3,639
1.67,11,18,95,1,1439,46,0,504
1.84,26,48,63,0,1760,30,3,467
1.66,16,25,101,1,1396,14,3,43
1.52,22,75,51,0,1377,18,2,546
1.65,10,70,72,1,2484,17,0,366
1.84,4,59,80,1,1073,22,1,908
1.52,19,47,53,0,6861,40,0,480
1.79,10,19,81,0,4304,5,0,114
1.73,11,42,51,0,1366,53,2,548
1.77,15,46,77,0,1604,13,1,258
1.88,15,18,100,1,4453,38,2,69
1.9,15,73,88,1,1351,48,0,449
1.96,13,18,83,1,1671,34,0,725
1.55,2,31,88,0,1373,11,0,689
1.75,0,79,64,0,1113,15,1,413
1.99,5,58,80,1,1510,34,1,209
1.95,12,18,86,1,1621,9,2,777
1.93,19,23,64,1,4037,3,1,852
1.64,17,28,76,0,1655,28,3,400
1.71,2,35,61,0,1817,16,1,150
1.82,12,61,69,0,2117,42,0,252
1.6,8,58,70,0,2701,1,3,336
1.92,20,68,51,1,1152,54,2,498
1.62,7,26,101,1,3674,52,3,354
1.82,22,42,86,0,1270,1,2,260
1.84,8,35,67,1,1566,1,3,327
1.99,22,44,64,1,1224,41,1,971
1.98,24,62,74,1,7668,30,3,247
1.73,11,64,72,0,1453,39,2,318
1.57,4,39,58,0,1886,13,0,597
1.63,24,57,55,1,1468,37,0,486
1.59,18,61,87,0,1111,3,0,172
1.79,2,73,62,1,3805,39,1,297
1.71,9,57,75,0,3393,23,3,877
2,11,75,104,1,1997,11,1,614
1.61,3,33,73,0,1160,6,0,456
1.73,10,47,107,1,984,22,1,557
1.82,16,39,66,1,1483,34,0,151
1.61,9,19,64,0,2271,58,0,491
1.63,13,45,87,1,1272,8,3,85
1.92,1,58,74,1,1230,25,0,625
1.74,11,39,61,1,1386,12,0,35
1.8,24,78,88,1,1389,2,1,324
1.52,15,63,47,0,2087,15,2,262
1.83,1,57,73,0,1968,17,1,934
1.75,2,54,89,1,1822,19,0,282
1.62,7,63,50,1,1481,38,3,559
1.66,16,60,80,0,1487,35,1,153
1.93,19,27,86,1,939,12,2,632
1.92,9,47,63,1,4304,9,2,751
1.81,7,71,53,0,1069,50,0,621
1.67,23,20,60,0,1464,34,2,686
1.75,15,77,75,0,3179,23,3,282
1.84,1,63,49,0,1072,5,1,549
1.84,14,39,55,0,1592,14,3,370
1.67,23,78,89,0,1760,4,2,428
1.79,9,32,87,0,3011,48,0,548
1.84,22,76,97,1,1152,27,1,402
1.68,4,44,48,0,5402,25,1,608
1.84,5,33,97,1,1655,18,0,242
1.77,23,30,84,1,2275,38,2,638
1.68,9,79,85,1,1330,31,2,142
2,15,43,94,1,1639,33,0,873
1.83,7,55,56,0,1450,24,2,381
1.95,19,71,50,1,1295,36,2,530
1.68,14,77,102,1,1616,13,1,647
2,18,36,97,1,2004,47,1,375
1.76,22,55,71,0,1644,44,1,412
1.7,23,62,67,0,1160,31,3,367
1.63,2,29,86,1,2335,30,2,420
1.5,9,42,57,0,1370,9,3,7
1.69,10,28,53,0,1270,23,1,468
1.87,0,75,87,1,1438,19,0,693
1.72,15,54,87,1,1229,11,3,677
1.66,17,66,83,0,5614,55,0,798
1.93,18,24,50,1,1418,58,0,895
1.54,5,55,71,0,1677,7,2,484
1.9,1,54,57,1,1914,2,1,488
1.85,17,38,56,1,4274,38,0,565
1.61,1,67,95,1,1438,14,1,594
1.72,13,26,84,0,1370,2,1,131
2,8,24,79,1,1318,26,1,465
1.55,26,62,55,0,2726,46,3,793
1.9,1,49,74,1,1060,20,0,443
1.94,9,69,83,1,1045,15,1,553
1.62,1,53,74,0,1846,5,1,389
1.78,26,71,64,0,1801,5,0,585
1.81,9,76,52,0,1925,39,2,717
1.53,14,78,58,0,2890,44,0,360
1.74,22,23,100,1,1021,7,3,807
1.84,25,79,74,1,2632,52,2,460
1.65,20,46,66,1,3861,27,2,755
1.82,4,45,89,0,4724,19,3,483
1.76,18,76,64,1,2721,10,0,608
1.5,22,79,58,0,4597,5,1,662
1.8,9,70,47,0,960,1,3,563
1.73,18,44,62,1,1160,46,1,471
1.82,23,76,75,1,2041,4,0,765
1.7,1,52,84,1,2023,19,3,545
1.6,14,67,71,0,1283,4,2,445
1.7,2,63,75,1,1318,18,3,727
1.56,19,54,65,0,963,11,1,483
1.78,1,76,64,1,1310,53,0,643
1.8,1,49,76,0,1084,45,0,886
1.68,22,40,90,0,1098,10,0,804
1.77,1,20,51,0,1155,54,0,752
1.94,4,42,80,1,1489,46,3,317
1.61,0,46,68,0,2721,16,2,195
1.54,12,18,54,0,1412,15,0,385
1.51,7,21,65,0,1304,25,0,513
1.82,12,69,55,0,1845,27,0,611
1.85,16,79,61,0,1282,25,3,425
1.78,7,79,80,0,1039,31,0,681
1.73,13,23,108,1,1883,55,2,611
1.55,12,42,50,0,1465,53,2,406
1.62,25,37,97,1,3697,24,3,453
1.82,16,54,85,0,1147,4,1,615
1.73,8,76,85,0,1436,31,0,348
1.64,8,55,71,0,1652,23,0,422
1.68,8,22,71,0,983,18,2,686
1.52,12,21,51,0,1452,28,0,171
1.68,15,78,109,1,1584,48,1,730
1.52,7,53,51,0,1232,48,3,292
1.77,18,33,56,1,1597,10,2,589
1.78,19,76,98,1,1244,52,1,452
2,1,61,77,1,1440,35,1,350
1.76,26,71,77,0,1035,34,2,68
1.65,3,69,86,0,1534,41,1,621
1.6,24,67,78,0,1611,16,2,293
1.78,0,25,99,1,2108,29,1,700
1.76,11,48,91,1,1283,22,3,565
1.68,6,33,64,1,1409,52,1,440
1.72,8,41,58,0,1469,22,1,363
1.85,1,77,53,1,3551,13,0,718
1.93,17,77,86,1,2806,11,3,559
1.56,15,46,78,0,1235,26,1,628
1.7,7,27,86,0,1919,19,1,432
1.79,9,55,55,0,1206,43,0,57
1.86,23,46,82,1,1323,23,1,578
1.77,16,24,85,1,5230,31,1,544
1.83,2,36,49,0,1631,13,1,542
1.73,10,34,71,1,2683,49,1,146
1.75,4,78,73,1,1324,22,3,862
1.82,23,33,85,1,1607,4,1,246
1.92,4,28,95,1,1378,8,1,131
1.77,10,74,88,0,1494,53,2,6
1.76,17,56,60,0,1608,23,2,864
1.76,12,59,62,1,1743,39,0,606
1.73,13,49,57,0,1836,43,2,405
1.5,8,64,90,0,941,6,1,288
1.72,0,30,90,0,1253,9,2,255
1.71,0,62,48,0,1301,17,1,629
1.67,20,37,106,1,2045,48,2,660
1.69,24,72,76,1,1905,47,3,439
1.89,20,47,109,1,3700,26,0,2
1.84,8,29,87,0,1639,17,1,570
1.9,21,62,64,1,1873,19,0,279
1.94,0,51,102,1,2084,55,2,595
1.68,14,61,63,0,1555,1,1,973
1.92,7,18,96,1,1418,18,0,170
1.65,0,57,108,1,837,49,1,516
1.67,15,53,69,1,1221,48,0,475
1.9,10,35,65,1,1117,16,2,254
1.6,3,52,57,0,1079,22,1,638
